scientific_name,common_name,class,order,family,phylum,national_rank,top5,top10,protective_context_count,protective_chemical_count,warning_context_count,warning_chemical_count,broad_life_stage_category_count,eligible_state_count,state_occurrence_available,evidence_support,evidence_support_label,official_or_common_method_species,testing_priority,rank_scope,note
Plectonema boryanum,,Cyanophyceae,Nostocales,Scytonemataceae,Cyanophycota,1905,False,False,2,2,1,1,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018979974013644,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Asplanchna sp.,,Monogononta,Ploima,Asplanchnidae,Rotifera,1906,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026760819818215,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Tetrahymena pyriformis,,Ciliatea,Hymenostomatida,Tetrahymenidae,Ciliophora,1907,False,False,21,18,19,17,2,0,False,moderate_20_49,Moderate (20-49 protective contexts),False,0.0022091370362516,extended_greedy_order,
Plectonema nostocorum,,Cyanophyceae,Nostocales,Scytonemataceae,Cyanophycota,1908,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026257213205616,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pediastrum sp.,,Chlorophyceae,Chlorococcales,Hydrodictyaceae,Chlorophyta,1909,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025110130268364,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cypretta seurati,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1910,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0020157332090519,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Phormidium mucicola,,Cyanophyceae,Nostocales,Oscillatoriaceae,Cyanophycota,1911,False,False,1,1,1,1,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.002786101071341,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Polycelis felina,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1912,False,False,10,6,3,3,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0022133817880469,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Coccomyxa minor,,Chlorophyceae,Chlorococcales,Coccomyxaceae,Chlorophyta,1913,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025277172960231,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Westiellopsis prolifica,,Cyanophyceae,Stigonematales,Stigonemataceae,Cyanophycota,1914,False,False,1,1,5,5,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025876604327389,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Cylindrospermum sp.,,Cyanophyceae,Nostocales,Nostocaceae,Cyanophycota,1915,False,False,7,6,4,4,2,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0027979097536364,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Lyngbya birgei,,Cyanophyceae,Nostocales,Oscillatoriaceae,Cyanophycota,1916,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025909000561276,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Paramecium bursaria,,Ciliatea,Hymenostomatida,Parameciidae,Ciliophora,1917,False,False,8,8,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0018251855900316,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Calothrix parietina,,Cyanophyceae,Nostocales,Rivulariaceae,Cyanophycota,1918,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025610542715116,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Microcoleus vaginatus,,Cyanophyceae,Nostocales,Oscillatoriaceae,Cyanophycota,1919,False,False,1,1,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028843439903318,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Spirulina platensis,,Cyanophyceae,Nostocales,Oscillatoriaceae,Cyanophycota,1920,False,False,1,1,5,5,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025815558193505,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hormidium pseudostichococcus,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1921,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025829366820685,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hormidium scopulinum,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1922,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025829366820685,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Hormidium subtile,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1923,False,False,4,4,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025829366820685,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Melosira varians,,Bacillariophyceae,Centrales,Melosiraceae,Bacillariophyta,1924,False,False,1,1,0,0,1,25,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0071421173678031,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Chaetoceros sp.,,Bacillariophyceae,Centrales,Chaetocerotaceae,Bacillariophyta,1925,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028524106044697,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Phaeodactylum tricornutum,,Bacillariophyceae,Naviculales,Phaeodactylaceae,Bacillariophyta,1926,False,False,2,2,8,7,2,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030235552407379,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Paramecium multimicronucleatum,,Ciliatea,Hymenostomatida,Parameciidae,Ciliophora,1927,False,False,8,8,2,2,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0015752680818718,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Cypris subglobosa,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1928,False,False,11,11,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0014982972031038,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Piscicola salmositica,,Clitellata,Rhynchobdellida,Piscicolidae,Annelida,1929,False,False,1,1,0,0,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0026707945917584,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Vorticella convallaria,,Ciliatea,Peritrichida,Vorticellidae,Ciliophora,1930,False,False,6,6,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0030507455087554,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Cypretta kawatai,,Ostracoda,Podocopida,Cyprididae,Arthropoda,1931,False,False,9,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0019589094890166,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Epipremnum pinnatum,,Magnoliopsida,Alismatales,Araceae,Magnoliophyta,1932,False,False,1,1,0,0,1,2,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0029696297199713,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Phagocata gracilis,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,1933,False,False,3,3,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0032005881005922,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Colpidium campylum,,Ciliatea,Hymenostomatida,Tetrahymenidae,Ciliophora,1934,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0029654456838222,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hormidium flaccidum,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1935,False,False,2,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025920572310997,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Pontederia cordata,,Liliopsida,Liliales,Pontederiaceae,Magnoliophyta,1936,False,False,1,1,1,1,1,36,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.009194009995396,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Newnhamia sp.,,Ostracoda,Podocopida,Notodromadidae,Arthropoda,1937,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018989349159239,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Petromyzon sp.,,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Chordata,1938,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030592255517842,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Limnodrilus sp.,,Oligochaeta,Haplotaxida,Naididae,Annelida,1939,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030573740727363,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Lampetra sp.,,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Chordata,1940,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030475160592738,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Vorticella campanula,,Ciliatea,Peritrichida,Vorticellidae,Ciliophora,1941,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0030096393300808,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Blepharisma sp.,,Ciliatea,Heterotrichida,Spirostomidae,Ciliophora,1942,False,False,6,6,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0021353925702501,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hormidium fluitans,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1943,False,False,6,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0025543606235123,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Hormidium rivulare,,Chlorophyceae,Prasiolales,Prasiolaceae,Chlorophyta,1944,False,False,6,4,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0025543465319114,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Plumatella casmiana,,Phylactolaemata,Plumatellida,Plumatellidae,Bryozoa,1945,False,False,1,1,0,0,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0036091937686038,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Fistulifera pelliculosa,,Bacillariophyceae,Pennales,Naviculaceae,Bacillariophyta,1946,False,False,2,2,9,7,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0027440729961275,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Helobdella stagnalis,,Clitellata,Rhynchobdellida,Glossiphoniidae,Annelida,1947,False,False,3,3,0,0,1,7,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0025921060999468,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Gomphonema gracile,,Bacillariophyceae,Cymbellales,Gomphonemataceae,Bacillariophyta,1948,False,False,2,2,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0018863995700215,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Nitzschia sp.,,Bacillariophyceae,Pennales,Bacillariaceae,Bacillariophyta,1949,False,False,1,1,2,2,2,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028468733148181,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Paramecium aurelia,,Ciliatea,Hymenostomatida,Parameciidae,Ciliophora,1950,False,False,9,9,7,7,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0015138781832287,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Colpidium colpoda,,Ciliatea,Hymenostomatida,Tetrahymenidae,Ciliophora,1951,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.0028732916065275,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Vorticella sp.,,Ciliatea,Peritrichida,Vorticellidae,Ciliophora,1952,False,False,5,5,0,0,1,0,False,sparse_5_19,Limited (5-19 protective contexts),False,0.002920953220137,extended_greedy_order,Limited direct protective support; interpret the rank with the reported uncertainty.
Planothidium lanceolatum,,Bacillariophyceae,Achnanthales,Achnanthaceae,Bacillariophyta,1953,False,False,3,2,0,0,1,1,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0017112317395012,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Limnodrilus udekemianus,,Oligochaeta,Haplotaxida,Naididae,Annelida,1954,False,False,2,1,3,3,1,3,True,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0034859024683994,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Dactylogyrus minutus,,Trematoda,Monopisthocotylea,Dactylogyridae,Platyhelminthes,1955,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028726154670979,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
Dactylogyrus vastator,,Trematoda,Monopisthocotylea,Dactylogyridae,Platyhelminthes,1956,False,False,1,1,0,0,1,0,False,very_sparse_1_4,Very limited (1-4 protective contexts),False,0.0028726154670979,extended_greedy_order,Very limited direct protective support; confirmatory testing is a high priority.
